LineId,Content,EventId,EventTemplate,ParameterList
135,"INFO MemoryStore : Block broadcast_6_piece276 stored as bytes in memory ( estimated size 4.0 MB , free 3.8 GB )",56b182f4,"INFO MemoryStore : Block <*> stored as bytes in memory ( estimated size 4.0 MB , free <*> <*> )","['broadcast_6_piece276', '3.8 GB']"
136,INFO output.FileOutputCommitter : Saved output of task 'attempt_201706062212_0423_m_000018_16939' to hdfs : //10.10.34.11 : 9000/pjhe/test/81/_temporary/0/task_201706062212_0423_m_000018,2df1e001,INFO output.FileOutputCommitter : Saved output of task <*> to hdfs : //10.10.34.11 : <*>,"[""'attempt_201706062212_0423_m_000018_16939'"", '9000/pjhe/test/81/_temporary/0/task_201706062212_0423_m_000018']"
137,INFO executor.Executor : Finished task 32.0 in stage 423.0 ( TID 16953 ) . 2364 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['32.0', '423.0', '16953', '2364']"
138,INFO executor.Executor : Running task 37.0 in stage 423.0 ( TID 16957 ),0c6a8ef5,INFO executor.Executor : Running task <*> in stage <*> ( TID <*> ),"['37.0', '423.0', '16957']"
139,INFO mapred.SparkHadoopMapRedUtil : attempt_201706062212_0423_m_000011_16932 : Committed,04bf5c3e,INFO mapred.SparkHadoopMapRedUtil : <*> : Committed,['attempt_201706062212_0423_m_000011_16932']
140,INFO executor.Executor : Finished task 11.0 in stage 423.0 ( TID 16932 ) . 2364 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['11.0', '423.0', '16932', '2364']"
141,INFO storage.BlockManager : Found block rdd_2_10 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_2_10']
142,INFO executor.Executor : Finished task 12.0 in stage 159.0 ( TID 6372 ) . 2149 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['12.0', '159.0', '6372', '2149']"
143,INFO executor.Executor : Running task 15.0 in stage 159.0 ( TID 6375 ),0c6a8ef5,INFO executor.Executor : Running task <*> in stage <*> ( TID <*> ),"['15.0', '159.0', '6375']"
144,INFO executor.CoarseGrainedExecutorBackend : Got assigned task 19159,d8ba5289,INFO executor.CoarseGrainedExecutorBackend : <*> <*> <*> <*>,"['Got', 'assigned task 19159']"
145,INFO executor.Executor : Finished task 7.0 in stage 800.0 ( TID 32006 ) . 2266 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['7.0', '800.0', '32006', '2266']"
146,INFO executor.Executor : Finished task 9.0 in stage 800.0 ( TID 32008 ) . 2076 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['9.0', '800.0', '32008', '2076']"
147,INFO executor.CoarseGrainedExecutorBackend : Got assigned task 32011,d8ba5289,INFO executor.CoarseGrainedExecutorBackend : <*> <*> <*> <*>,"['Got', 'assigned task 32011']"
148,INFO executor.CoarseGrainedExecutorBackend : Got assigned task 32012,d8ba5289,INFO executor.CoarseGrainedExecutorBackend : <*> <*> <*> <*>,"['Got', 'assigned task 32012']"
149,INFO storage.BlockManager : Found block rdd_1010_13 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_1010_13']
150,"INFO python.PythonRunner : Times : total = 40 , boot = 16 , init = 24 , finish = 0",4d8cddef,"INFO python.PythonRunner : Times : total = <*> , boot = <*> , init = <*> , finish = <*>","['40', '16', '24', '0']"
151,INFO output.FileOutputCommitter : File Output Committer Algorithm version is 1,22ee3858,INFO output.FileOutputCommitter : File Output Committer Algorithm version is 1,[]
152,INFO executor.Executor : Finished task 36.0 in stage 1106.0 ( TID 44276 ) . 2364 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['36.0', '1106.0', '44276', '2364']"
153,INFO storage.BlockManager : Found block rdd_970_24 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_970_24']
154,INFO output.FileOutputCommitter : File Output Committer Algorithm version is 1,22ee3858,INFO output.FileOutputCommitter : File Output Committer Algorithm version is 1,[]
155,INFO mapred.SparkHadoopMapRedUtil : attempt_201706081021_1340_m_000021_53621 : Committed,04bf5c3e,INFO mapred.SparkHadoopMapRedUtil : <*> : Committed,['attempt_201706081021_1340_m_000021_53621']
156,INFO executor.Executor : Running task 26.0 in stage 1340.0 ( TID 53626 ),0c6a8ef5,INFO executor.Executor : Running task <*> in stage <*> ( TID <*> ),"['26.0', '1340.0', '53626']"
157,INFO storage.BlockManager : Found block rdd_970_25 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_970_25']
158,INFO ApplicationMaster : Waiting for spark context initialization ...,73e28824,INFO ApplicationMaster : Waiting for spark context initialization ...,[]
159,INFO Remoting : Remoting started ; listening on addresses : [ akka.tcp : //sparkDriverActorSystem@10.10.34.24 : 43254 ],bf9bb989,INFO Remoting : Remoting started ; listening on addresses : [ akka.tcp : <*> : <*> ],"['//sparkDriverActorSystem@10.10.34.24', '43254']"
160,INFO output.FileOutputCommitter : File Output Committer Algorithm version is 1,22ee3858,INFO output.FileOutputCommitter : File Output Committer Algorithm version is 1,[]
161,INFO output.FileOutputCommitter : Saved output of task 'attempt_201706101503_0046_m_000006_927' to hdfs : //10.10.34.11 : 9000/pjhe/test/13/_temporary/0/task_201706101503_0046_m_000006,2df1e001,INFO output.FileOutputCommitter : Saved output of task <*> to hdfs : //10.10.34.11 : <*>,"[""'attempt_201706101503_0046_m_000006_927'"", '9000/pjhe/test/13/_temporary/0/task_201706101503_0046_m_000006']"
162,INFO output.FileOutputCommitter : Saved output of task 'attempt_201706101503_0046_m_000002_923' to hdfs : //10.10.34.11 : 9000/pjhe/test/13/_temporary/0/task_201706101503_0046_m_000002,2df1e001,INFO output.FileOutputCommitter : Saved output of task <*> to hdfs : //10.10.34.11 : <*>,"[""'attempt_201706101503_0046_m_000002_923'"", '9000/pjhe/test/13/_temporary/0/task_201706101503_0046_m_000002']"
163,INFO mapred.SparkHadoopMapRedUtil : attempt_201706101503_0046_m_000002_923 : Committed,04bf5c3e,INFO mapred.SparkHadoopMapRedUtil : <*> : Committed,['attempt_201706101503_0046_m_000002_923']
164,"INFO storage.MemoryStore : Block rdd_128_12 stored as bytes in memory ( estimated size 125.0 B , free 612.3 KB )",0d8b6b74,"INFO storage.MemoryStore : Block <*> stored as <*> in memory ( estimated size <*> <*> , free <*> <*> )","['rdd_128_12', 'bytes', '125.0 B', '612.3 KB']"
165,INFO executor.Executor : Finished task 22.0 in stage 560.0 ( TID 22492 ) . 2076 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['22.0', '560.0', '22492', '2076']"
166,INFO executor.CoarseGrainedExecutorBackend : Got assigned task 22500,d8ba5289,INFO executor.CoarseGrainedExecutorBackend : <*> <*> <*> <*>,"['Got', 'assigned task 22500']"
167,INFO executor.CoarseGrainedExecutorBackend : Got assigned task 22501,d8ba5289,INFO executor.CoarseGrainedExecutorBackend : <*> <*> <*> <*>,"['Got', 'assigned task 22501']"
168,INFO executor.Executor : Running task 34.0 in stage 560.0 ( TID 22504 ),0c6a8ef5,INFO executor.Executor : Running task <*> in stage <*> ( TID <*> ),"['34.0', '560.0', '22504']"
169,INFO storage.BlockManager : Found block rdd_870_34 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_870_34']
170,INFO storage.BlockManager : Found block rdd_870_32 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_870_32']
171,INFO executor.Executor : Running task 8.0 in stage 1090.0 ( TID 43689 ),0c6a8ef5,INFO executor.Executor : Running task <*> in stage <*> ( TID <*> ),"['8.0', '1090.0', '43689']"
172,"INFO storage.MemoryStore : Block broadcast_1107_piece0 stored as bytes in memory ( estimated size 29.0 KB , free 4.9 MB )",0d8b6b74,"INFO storage.MemoryStore : Block <*> stored as <*> in memory ( estimated size <*> <*> , free <*> <*> )","['broadcast_1107_piece0', 'bytes', '29.0 KB', '4.9 MB']"
173,"INFO storage.MemoryStore : Block broadcast_1107 stored as values in memory ( estimated size 77.8 KB , free 5.0 MB )",0d8b6b74,"INFO storage.MemoryStore : Block <*> stored as <*> in memory ( estimated size <*> <*> , free <*> <*> )","['broadcast_1107', 'values', '77.8 KB', '5.0 MB']"
174,INFO storage.BlockManager : Found block rdd_1620_4 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_1620_4']
175,"INFO python.PythonRunner : Times : total = 38 , boot = -161 , init = 199 , finish = 0",4d8cddef,"INFO python.PythonRunner : Times : total = <*> , boot = <*> , init = <*> , finish = <*>","['38', '-161', '199', '0']"
176,"INFO python.PythonRunner : Times : total = 38 , boot = -140 , init = 178 , finish = 0",4d8cddef,"INFO python.PythonRunner : Times : total = <*> , boot = <*> , init = <*> , finish = <*>","['38', '-140', '178', '0']"
177,INFO broadcast.TorrentBroadcast : Reading broadcast variable 1615 took 3 ms,9f858d60,INFO broadcast.TorrentBroadcast : Reading broadcast variable <*> took <*> ms,"['1615', '3']"
178,"INFO python.PythonRunner : Times : total = 39 , boot = -340 , init = 379 , finish = 0",4d8cddef,"INFO python.PythonRunner : Times : total = <*> , boot = <*> , init = <*> , finish = <*>","['39', '-340', '379', '0']"
179,INFO broadcast.TorrentBroadcast : Reading broadcast variable 2123 took 3 ms,9f858d60,INFO broadcast.TorrentBroadcast : Reading broadcast variable <*> took <*> ms,"['2123', '3']"
180,"INFO storage.MemoryStore : Block broadcast_2123 stored as values in memory ( estimated size 77.4 KB , free 8.4 MB )",0d8b6b74,"INFO storage.MemoryStore : Block <*> stored as <*> in memory ( estimated size <*> <*> , free <*> <*> )","['broadcast_2123', 'values', '77.4 KB', '8.4 MB']"
181,INFO storage.BlockManager : Found block rdd_3322_8 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_3322_8']
182,"INFO python.PythonRunner : Times : total = 38 , boot = -163 , init = 201 , finish = 0",4d8cddef,"INFO python.PythonRunner : Times : total = <*> , boot = <*> , init = <*> , finish = <*>","['38', '-163', '201', '0']"
183,"INFO spark.SecurityManager : SecurityManager : authentication disabled ; ui acls disabled ; users with view permissions : Set ( yarn , curi ) ; users with modify permissions : Set ( yarn , curi )",9ea8a9fc,"INFO spark.SecurityManager : SecurityManager : authentication disabled ; ui acls disabled ; users with view permissions : Set ( yarn , curi ) ; users with modify permissions : Set ( yarn , curi )",[]
184,INFO slf4j.Slf4jLogger : Slf4jLogger started,ac20cfce,INFO <*> : <*> <*>,"['slf4j.Slf4jLogger', 'Slf4jLogger started']"
185,INFO Remoting : Remoting started ; listening on addresses : [ akka.tcp : //sparkExecutorActorSystem@mesos-slave-23 : 35024 ],bf9bb989,INFO Remoting : Remoting started ; listening on addresses : [ akka.tcp : <*> : <*> ],"['//sparkExecutorActorSystem@mesos-slave-23', '35024']"
186,INFO util.Utils : Successfully started service 'sparkExecutorActorSystem' on port 35024.,d23927e6,INFO util.Utils : Successfully started service 'sparkExecutorActorSystem' on port 35024.,[]
187,INFO netty.NettyBlockTransferService : Server created on 42771,6d0b604c,INFO netty.NettyBlockTransferService : Server created on 42771,[]
188,INFO storage.BlockManagerMaster : Registered BlockManager,ac20cfce,INFO <*> : <*> <*>,"['storage.BlockManagerMaster', 'Registered BlockManager']"
189,INFO storage.BlockManager : Found block rdd_694_14 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_694_14']
190,INFO storage.BlockManager : Found block rdd_694_13 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_694_13']
191,"INFO python.PythonRunner : Times : total = 38 , boot = -4 , init = 42 , finish = 0",4d8cddef,"INFO python.PythonRunner : Times : total = <*> , boot = <*> , init = <*> , finish = <*>","['38', '-4', '42', '0']"
192,INFO output.FileOutputCommitter : File Output Committer Algorithm version is 1,22ee3858,INFO output.FileOutputCommitter : File Output Committer Algorithm version is 1,[]
193,INFO output.FileOutputCommitter : File Output Committer Algorithm version is 1,22ee3858,INFO output.FileOutputCommitter : File Output Committer Algorithm version is 1,[]
194,INFO output.FileOutputCommitter : Saved output of task 'attempt_201706090945_0608_m_000010_24415' to hdfs : //10.10.34.11 : 9000/pjhe/test/20/_temporary/0/task_201706090945_0608_m_000010,2df1e001,INFO output.FileOutputCommitter : Saved output of task <*> to hdfs : //10.10.34.11 : <*>,"[""'attempt_201706090945_0608_m_000010_24415'"", '9000/pjhe/test/20/_temporary/0/task_201706090945_0608_m_000010']"
195,INFO executor.Executor : Running task 5.0 in stage 1104.0 ( TID 44245 ),0c6a8ef5,INFO executor.Executor : Running task <*> in stage <*> ( TID <*> ),"['5.0', '1104.0', '44245']"
196,"INFO storage.MemoryStore : Block broadcast_1121_piece0 stored as bytes in memory ( estimated size 29.0 KB , free 4.6 MB )",0d8b6b74,"INFO storage.MemoryStore : Block <*> stored as <*> in memory ( estimated size <*> <*> , free <*> <*> )","['broadcast_1121_piece0', 'bytes', '29.0 KB', '4.6 MB']"
197,INFO broadcast.TorrentBroadcast : Reading broadcast variable 1121 took 4 ms,9f858d60,INFO broadcast.TorrentBroadcast : Reading broadcast variable <*> took <*> ms,"['1121', '4']"
198,"INFO storage.MemoryStore : Block broadcast_1121 stored as values in memory ( estimated size 77.8 KB , free 4.6 MB )",0d8b6b74,"INFO storage.MemoryStore : Block <*> stored as <*> in memory ( estimated size <*> <*> , free <*> <*> )","['broadcast_1121', 'values', '77.8 KB', '4.6 MB']"
199,INFO storage.BlockManager : Found block rdd_1524_3 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_1524_3']
200,INFO storage.BlockManager : Found block rdd_1524_5 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_1524_5']
201,INFO executor.CoarseGrainedExecutorBackend : Got assigned task 64406,d8ba5289,INFO executor.CoarseGrainedExecutorBackend : <*> <*> <*> <*>,"['Got', 'assigned task 64406']"
202,INFO executor.Executor : Running task 6.0 in stage 1608.0 ( TID 64406 ),0c6a8ef5,INFO executor.Executor : Running task <*> in stage <*> ( TID <*> ),"['6.0', '1608.0', '64406']"
203,"INFO storage.MemoryStore : Block broadcast_1629 stored as values in memory ( estimated size 77.8 KB , free 6.5 MB )",0d8b6b74,"INFO storage.MemoryStore : Block <*> stored as <*> in memory ( estimated size <*> <*> , free <*> <*> )","['broadcast_1629', 'values', '77.8 KB', '6.5 MB']"
204,INFO storage.BlockManager : Found block rdd_2474_4 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_2474_4']
205,INFO executor.Executor : Finished task 38.0 in stage 2115.0 ( TID 84719 ) . 2667 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['38.0', '2115.0', '84719', '2667']"
206,INFO executor.CoarseGrainedExecutorBackend : Got assigned task 84724,d8ba5289,INFO executor.CoarseGrainedExecutorBackend : <*> <*> <*> <*>,"['Got', 'assigned task 84724']"
207,INFO executor.CoarseGrainedExecutorBackend : Got assigned task 84728,d8ba5289,INFO executor.CoarseGrainedExecutorBackend : <*> <*> <*> <*>,"['Got', 'assigned task 84728']"
208,INFO storage.BlockManager : Found block rdd_3519_5 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_3519_5']
209,INFO storage.BlockManager : Found block rdd_3519_3 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_3519_3']
210,"INFO BlockManagerInfo : Added rdd_27_29 in memory on mesos-slave-20 : 33821 ( size : 607.2 MB , free : 16.0 GB )",5e44bbe3,"INFO BlockManagerInfo : Added <*> in memory on <*> : <*> ( size : <*> MB , free : <*> GB )","['rdd_27_29', 'mesos-slave-20', '33821', '607.2', '16.0']"
211,INFO TaskSetManager : Finished task 23.0 in stage 8.0 ( TID 505 ) in 39441 ms on mesos-slave-20 ( 8/80 ),2980a047,INFO TaskSetManager : Finished task <*> in stage 8.0 ( TID <*> ) in <*> ms on <*> ( <*> ),"['23.0', '505', '39441', 'mesos-slave-20', '8/80']"
212,"INFO BlockManagerInfo : Added rdd_27_25 in memory on mesos-slave-26 : 37755 ( size : 607.2 MB , free : 17.2 GB )",5e44bbe3,"INFO BlockManagerInfo : Added <*> in memory on <*> : <*> ( size : <*> MB , free : <*> GB )","['rdd_27_25', 'mesos-slave-26', '37755', '607.2', '17.2']"
213,"INFO TaskSetManager : Starting task 36.0 in stage 8.0 ( TID 518 , mesos-slave-17 , partition 36 , RACK_LOCAL , 1894 bytes )",8ca094a4,"INFO TaskSetManager : Starting task <*> in stage 8.0 ( TID <*> , <*> , partition <*> , RACK_LOCAL , 1894 bytes )","['36.0', '518', 'mesos-slave-17', '36']"
214,"INFO TaskSetManager : Starting task 38.0 in stage 8.0 ( TID 520 , mesos-slave-20 , partition 38 , RACK_LOCAL , 1894 bytes )",8ca094a4,"INFO TaskSetManager : Starting task <*> in stage 8.0 ( TID <*> , <*> , partition <*> , RACK_LOCAL , 1894 bytes )","['38.0', '520', 'mesos-slave-20', '38']"
215,"INFO BlockManagerInfo : Added rdd_27_22 in memory on mesos-slave-26 : 37755 ( size : 607.2 MB , free : 16.6 GB )",5e44bbe3,"INFO BlockManagerInfo : Added <*> in memory on <*> : <*> ( size : <*> MB , free : <*> GB )","['rdd_27_22', 'mesos-slave-26', '37755', '607.2', '16.6']"
216,INFO TaskSetManager : Finished task 25.0 in stage 8.0 ( TID 507 ) in 42678 ms on mesos-slave-26 ( 10/80 ),2980a047,INFO TaskSetManager : Finished task <*> in stage 8.0 ( TID <*> ) in <*> ms on <*> ( <*> ),"['25.0', '507', '42678', 'mesos-slave-26', '10/80']"
217,"INFO python.PythonRunner : Times : total = 38 , boot = 13 , init = 25 , finish = 0",4d8cddef,"INFO python.PythonRunner : Times : total = <*> , boot = <*> , init = <*> , finish = <*>","['38', '13', '25', '0']"
218,"INFO python.PythonRunner : Times : total = 37 , boot = 12 , init = 25 , finish = 0",4d8cddef,"INFO python.PythonRunner : Times : total = <*> , boot = <*> , init = <*> , finish = <*>","['37', '12', '25', '0']"
219,"INFO python.PythonRunner : Times : total = 37 , boot = 12 , init = 25 , finish = 0",4d8cddef,"INFO python.PythonRunner : Times : total = <*> , boot = <*> , init = <*> , finish = <*>","['37', '12', '25', '0']"
220,INFO executor.Executor : Finished task 13.0 in stage 114.0 ( TID 2293 ) . 2146 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['13.0', '114.0', '2293', '2146']"
221,INFO executor.Executor : Running task 16.0 in stage 114.0 ( TID 2296 ),0c6a8ef5,INFO executor.Executor : Running task <*> in stage <*> ( TID <*> ),"['16.0', '114.0', '2296']"
222,INFO executor.Executor : Running task 17.0 in stage 114.0 ( TID 2297 ),0c6a8ef5,INFO executor.Executor : Running task <*> in stage <*> ( TID <*> ),"['17.0', '114.0', '2297']"
223,INFO executor.CoarseGrainedExecutorBackend : Got assigned task 2298,d8ba5289,INFO executor.CoarseGrainedExecutorBackend : <*> <*> <*> <*>,"['Got', 'assigned task 2298']"
224,"INFO spark.SecurityManager : Changing modify acls to : yarn , curi",9d43bb7c,"INFO spark.SecurityManager : Changing modify acls to : yarn , curi",[]
225,INFO executor.CoarseGrainedExecutorBackend : Successfully registered with driver,d8ba5289,INFO executor.CoarseGrainedExecutorBackend : <*> <*> <*> <*>,"['Successfully', 'registered with driver']"
226,INFO storage.BlockManager : Found block rdd_29_34 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_29_34']
227,INFO executor.Executor : Finished task 30.0 in stage 22.0 ( TID 915 ) . 2076 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['30.0', '22.0', '915', '2076']"
228,"INFO python.PythonRunner : Times : total = 37 , boot = 13 , init = 24 , finish = 0",4d8cddef,"INFO python.PythonRunner : Times : total = <*> , boot = <*> , init = <*> , finish = <*>","['37', '13', '24', '0']"
229,INFO executor.Executor : Finished task 33.0 in stage 22.0 ( TID 918 ) . 2076 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['33.0', '22.0', '918', '2076']"
230,INFO executor.CoarseGrainedExecutorBackend : Got assigned task 921,d8ba5289,INFO executor.CoarseGrainedExecutorBackend : <*> <*> <*> <*>,"['Got', 'assigned task 921']"
231,INFO storage.BlockManager : Found block rdd_2_16 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_2_16']
232,"INFO python.PythonRunner : Times : total = 41 , boot = 11 , init = 29 , finish = 1",4d8cddef,"INFO python.PythonRunner : Times : total = <*> , boot = <*> , init = <*> , finish = <*>","['41', '11', '29', '1']"
233,INFO executor.Executor : Finished task 18.0 in stage 22.0 ( TID 898 ) . 2149 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['18.0', '22.0', '898', '2149']"
234,INFO executor.Executor : Finished task 19.0 in stage 22.0 ( TID 899 ) . 2149 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['19.0', '22.0', '899', '2149']"
235,INFO executor.Executor : Finished task 16.0 in stage 22.0 ( TID 896 ) . 2149 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['16.0', '22.0', '896', '2149']"
236,INFO executor.Executor : Running task 22.0 in stage 396.0 ( TID 15862 ),0c6a8ef5,INFO executor.Executor : Running task <*> in stage <*> ( TID <*> ),"['22.0', '396.0', '15862']"
237,INFO executor.CoarseGrainedExecutorBackend : Got assigned task 15864,d8ba5289,INFO executor.CoarseGrainedExecutorBackend : <*> <*> <*> <*>,"['Got', 'assigned task 15864']"
238,INFO storage.BlockManager : Found block rdd_2_24 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_2_24']
239,INFO executor.Executor : Running task 36.0 in stage 769.0 ( TID 30796 ),0c6a8ef5,INFO executor.Executor : Running task <*> in stage <*> ( TID <*> ),"['36.0', '769.0', '30796']"
240,"INFO python.PythonRunner : Times : total = 40 , boot = 14 , init = 26 , finish = 0",4d8cddef,"INFO python.PythonRunner : Times : total = <*> , boot = <*> , init = <*> , finish = <*>","['40', '14', '26', '0']"
241,INFO executor.Executor : Finished task 39.0 in stage 769.0 ( TID 30799 ) . 2184 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['39.0', '769.0', '30799', '2184']"
242,INFO executor.Executor : Finished task 36.0 in stage 769.0 ( TID 30796 ) . 2184 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['36.0', '769.0', '30796', '2184']"
243,INFO storage.BlockManager : Found block rdd_1425_23 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_1425_23']
244,INFO executor.Executor : Running task 25.0 in stage 1141.0 ( TID 45665 ),0c6a8ef5,INFO executor.Executor : Running task <*> in stage <*> ( TID <*> ),"['25.0', '1141.0', '45665']"
245,"INFO python.PythonRunner : Times : total = 39 , boot = -9 , init = 48 , finish = 0",4d8cddef,"INFO python.PythonRunner : Times : total = <*> , boot = <*> , init = <*> , finish = <*>","['39', '-9', '48', '0']"
246,INFO output.FileOutputCommitter : Saved output of task 'attempt_201706081139_1413_m_000018_56538' to hdfs : //10.10.34.11 : 9000/pjhe/test/277/_temporary/0/task_201706081139_1413_m_000018,2df1e001,INFO output.FileOutputCommitter : Saved output of task <*> to hdfs : //10.10.34.11 : <*>,"[""'attempt_201706081139_1413_m_000018_56538'"", '9000/pjhe/test/277/_temporary/0/task_201706081139_1413_m_000018']"
247,INFO mapred.SparkHadoopMapRedUtil : attempt_201706081139_1413_m_000016_56536 : Committed,04bf5c3e,INFO mapred.SparkHadoopMapRedUtil : <*> : Committed,['attempt_201706081139_1413_m_000016_56536']
248,INFO executor.Executor : Finished task 16.0 in stage 1413.0 ( TID 56536 ) . 2364 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['16.0', '1413.0', '56536', '2364']"
249,INFO executor.CoarseGrainedExecutorBackend : Got assigned task 11708,d8ba5289,INFO executor.CoarseGrainedExecutorBackend : <*> <*> <*> <*>,"['Got', 'assigned task 11708']"
250,"INFO storage.MemoryStore : Block broadcast_301_piece0 stored as bytes in memory ( estimated size 6.0 KB , free 1056.3 KB )",0d8b6b74,"INFO storage.MemoryStore : Block <*> stored as <*> in memory ( estimated size <*> <*> , free <*> <*> )","['broadcast_301_piece0', 'bytes', '6.0 KB', '1056.3 KB']"
251,"INFO spark.CacheManager : Partition rdd_376_30 not found , computing it",d6733a81,"INFO spark.CacheManager : Partition <*> not found , computing it",['rdd_376_30']
252,"INFO spark.CacheManager : Partition rdd_376_16 not found , computing it",d6733a81,"INFO spark.CacheManager : Partition <*> not found , computing it",['rdd_376_16']
253,"INFO spark.CacheManager : Partition rdd_376_9 not found , computing it",d6733a81,"INFO spark.CacheManager : Partition <*> not found , computing it",['rdd_376_9']
254,INFO storage.BlockManager : Found block rdd_2_16 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_2_16']
255,INFO executor.Executor : Finished task 35.0 in stage 194.0 ( TID 7795 ) . 2667 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['35.0', '194.0', '7795', '2667']"
256,INFO executor.Executor : Finished task 36.0 in stage 194.0 ( TID 7796 ) . 2667 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['36.0', '194.0', '7796', '2667']"
257,INFO executor.Executor : Running task 1.0 in stage 195.0 ( TID 7800 ),0c6a8ef5,INFO executor.Executor : Running task <*> in stage <*> ( TID <*> ),"['1.0', '195.0', '7800']"
258,INFO executor.Executor : Running task 15.0 in stage 195.0 ( TID 7814 ),0c6a8ef5,INFO executor.Executor : Running task <*> in stage <*> ( TID <*> ),"['15.0', '195.0', '7814']"
259,"INFO storage.MemoryStore : Block broadcast_204_piece0 stored as bytes in memory ( estimated size 5.9 KB , free 831.4 KB )",0d8b6b74,"INFO storage.MemoryStore : Block <*> stored as <*> in memory ( estimated size <*> <*> , free <*> <*> )","['broadcast_204_piece0', 'bytes', '5.9 KB', '831.4 KB']"
260,"INFO storage.MemoryStore : Block broadcast_569_piece0 stored as bytes in memory ( estimated size 6.1 KB , free 1367.7 KB )",0d8b6b74,"INFO storage.MemoryStore : Block <*> stored as <*> in memory ( estimated size <*> <*> , free <*> <*> )","['broadcast_569_piece0', 'bytes', '6.1 KB', '1367.7 KB']"
261,INFO storage.BlockManager : Found block rdd_2_20 locally,cf646f32,INFO storage.BlockManager : Found block <*> locally,['rdd_2_20']
262,INFO executor.Executor : Finished task 6.0 in stage 560.0 ( TID 22405 ) . 2213 bytes result sent to driver,263f448d,INFO executor.Executor : Finished task <*> in stage <*> ( TID <*> ) . <*> bytes result sent to driver,"['6.0', '560.0', '22405', '2213']"
