LineId,Content,EventId,EventTemplate,ParameterList
281,03-17 16:13:47.471  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:true,00c4364d,03-17 <*> 2227 2227 I <*> <*> <*>,"['16:13:47.471', 'StackScrollAlgorithm:', 'updateDimmedActivatedHideSensitive overlap:true']"
282,"03-17 16:13:47.489  2227  2227 I PhoneStatusBar: updateNotificationShade: total=0, active=0",4baa2ac1,03-17 <*> 2227 2227 I PhoneStatusBar: updateNotificationShade: <*> <*>,"['16:13:47.489', 'total=0, active=0']"
283,03-17 16:13:47.496  2227  2227 I PhoneStatusBar: removeNotificationChildren,dc71aab3,03-17 <*> 2227 2227 I <*> <*>,"['16:13:47.496', 'PhoneStatusBar: removeNotificationChildren']"
284,03-17 16:13:47.496  2227  2227 I PanelView: onExpandingFinished,dc71aab3,03-17 <*> 2227 2227 I <*> <*>,"['16:13:47.496', 'PanelView: onExpandingFinished']"
285,"03-17 16:13:47.498  2227  2227 I PhoneStatusBar: updateNotificationShade: total=0, active=0",4baa2ac1,03-17 <*> 2227 2227 I PhoneStatusBar: updateNotificationShade: <*> <*>,"['16:13:47.498', 'total=0, active=0']"
286,03-17 16:13:47.498  2227  2227 I PhoneStatusBar: removeNotificationChildren,dc71aab3,03-17 <*> 2227 2227 I <*> <*>,"['16:13:47.498', 'PhoneStatusBar: removeNotificationChildren']"
287,03-17 16:13:47.499  1702  2555 W ActivityManager: Sending non-protected broadcast com.android.systemui.statusbar.visible.change from system 2227:com.android.systemui/u0a37 pkg com.android.systemui,db861a98,03-17 <*> 1702 <*> W ActivityManager: Sending non-protected broadcast com.android.systemui.statusbar.visible.change from system 2227:com.android.systemui/u0a37 pkg com.android.systemui,"['16:13:47.499', '2555']"
288,"03-17 16:13:47.499  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0",20316953,"03-17 <*> 2227 2227 I StackScrollAlgorithm: updateClipping <*> getTopPadding=333.0, <*>","['16:13:47.499', 'isOverlap:false,', 'Translation=0.0']"
289,03-17 16:13:47.499  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:false,00c4364d,03-17 <*> 2227 2227 I <*> <*> <*>,"['16:13:47.499', 'StackScrollAlgorithm:', 'updateDimmedActivatedHideSensitive overlap:false']"
290,"03-17 16:13:47.517  1702  8671 D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }",a74b9316,"03-17 <*> 1702 <*> D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }","['16:13:47.517', '8671']"
291,"03-17 16:13:47.517  1702  8671 D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=0x10840000 cmp=com.android.incallui/.InCallActivity (has extras) }",d98c76f3,"03-17 <*> 1702 <*> D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=0x10840000 cmp=com.android.incallui/.InCallActivity (has extras) }","['16:13:47.517', '8671']"
292,"03-17 16:13:47.517  1702  8671 D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }",ec2ade72,"03-17 <*> 1702 <*> D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { <*> <*> (has extras) }","['16:13:47.517', '8671', 'flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity']"
293,"03-17 16:13:47.517  1702  8671 D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { flg=0x10800000 cmp=com.tencent.qqmusic/.business.lockscreen.LockScreenActivity (has extras) }",ec2ade72,"03-17 <*> 1702 <*> D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { <*> <*> (has extras) }","['16:13:47.517', '8671', 'flg=0x10800000 cmp=com.tencent.qqmusic/.business.lockscreen.LockScreenActivity']"
294,"03-17 16:13:47.518  1702  8671 D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { act=com.android.contacts.action.CHOOSE_SUB dat=tel:xxxxxxxxxxx flg=0x10808000 cmp=com.android.contacts/.ChooseSubActivity (has extras) }",eeb9a25b,"03-17 <*> 1702 <*> D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { act=com.android.contacts.action.CHOOSE_SUB dat=tel:xxxxxxxxxxx flg=0x10808000 cmp=com.android.contacts/.ChooseSubActivity (has extras) }","['16:13:47.518', '8671']"
295,"03-17 16:13:47.518  1702  8671 D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.VIEW dat=file:///storage/emulated/0/Tencent/QQfile_recv/b.apk typ=application/vnd.android.package-archive flg=0x10800000 cmp=com.android.packageinstaller/.PackageInstallerActivity (has extras) }",9751d463,"03-17 <*> 1702 <*> D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.VIEW dat=file:///storage/emulated/0/Tencent/QQfile_recv/b.apk typ=application/vnd.android.package-archive flg=0x10800000 cmp=com.android.packageinstaller/.PackageInstallerActivity (has extras) }","['16:13:47.518', '8671']"
296,"03-17 16:13:47.518  1702  8671 D ActivityManager: getRecentTasks: num=20,flags=62,totalTasks=46",891e89aa,03-17 <*> 1702 <*> D ActivityManager: getRecentTasks: <*>,"['16:13:47.518', '8671', 'num=20,flags=62,totalTasks=46']"
297,03-17 16:13:47.518  1702  8671 D ActivityManager: getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},891e89aa,03-17 <*> 1702 <*> D ActivityManager: getRecentTasks: <*>,"['16:13:47.518', '8671', 'topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity}']"
298,"03-17 16:13:47.525  1702 27353 D PowerManagerService: ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",98e9a197,03-17 <*> 1702 <*> D PowerManagerService: <*>,"['16:13:47.525', '27353', 'ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0']"
299,"03-17 16:13:47.547  1702  3694 D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }",a74b9316,"03-17 <*> 1702 <*> D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }","['16:13:47.547', '3694']"
300,"03-17 16:13:47.547  1702  3694 D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=0x10840000 cmp=com.android.incallui/.InCallActivity (has extras) }",d98c76f3,"03-17 <*> 1702 <*> D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=0x10840000 cmp=com.android.incallui/.InCallActivity (has extras) }","['16:13:47.547', '3694']"
301,"03-17 16:13:47.547  1702  3694 D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }",ec2ade72,"03-17 <*> 1702 <*> D ActivityManager: Skipping, withExcluded: false, tr.intent:Intent { <*> <*> (has extras) }","['16:13:47.547', '3694', 'flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity']"
302,"03-17 16:13:47.547  1702  3694 D ActivityManager: getRecentTasks: num=10,flags=62,totalTasks=46",891e89aa,03-17 <*> 1702 <*> D ActivityManager: getRecentTasks: <*>,"['16:13:47.547', '3694', 'num=10,flags=62,totalTasks=46']"
303,03-17 16:13:47.547  1702  3694 D ActivityManager: getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},891e89aa,03-17 <*> 1702 <*> D ActivityManager: getRecentTasks: <*>,"['16:13:47.547', '3694', 'topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity}']"
304,"03-17 16:13:47.578  1702  8671 I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =121",e6116dcc,"03-17 <*> 1702 <*> I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id <*>","['16:13:47.578', '8671', '=121']"
305,"03-17 16:13:47.578  1702  1702 I NotificationManager: cancelNotification,index:-1",85a4f2f2,03-17 <*> 1702 1702 I NotificationManager: <*>,"['16:13:47.578', 'cancelNotification,index:-1']"
306,"03-17 16:13:47.585  1702 27353 I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =119",e6116dcc,"03-17 <*> 1702 <*> I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id <*>","['16:13:47.585', '27353', '=119']"
307,"03-17 16:13:47.585  1702  1702 I NotificationManager: cancelNotification,index:-1",85a4f2f2,03-17 <*> 1702 1702 I NotificationManager: <*>,"['16:13:47.585', 'cancelNotification,index:-1']"
308,"03-17 16:13:47.590  1702  2113 I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =122",e6116dcc,"03-17 <*> 1702 <*> I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id <*>","['16:13:47.590', '2113', '=122']"
309,03-17 16:13:47.598  2227  2227 V PhoneStatusBar: setLightsOn(true),3d623944,03-17 <*> 2227 2227 V PhoneStatusBar: setLightsOn(true),['16:13:47.598']
310,"03-17 16:13:47.599  2227  2227 I PhoneStatusBar: setSystemUiVisibility vis=0 mask=1 oldVal=508 newVal=508 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",2cde527d,"03-17 <*> 2227 2227 I PhoneStatusBar: setSystemUiVisibility <*> <*> <*> <*> <*> fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - <*> <*> dockedStackBounds=Rect(0, 0 - 0, 0)","['16:13:47.599', 'vis=0', 'mask=1', 'oldVal=508 newVal=508 diff=0', '0, 0),']"
311,"03-17 16:13:47.599  2227  2227 I PhoneStatusBar: setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=508 newVal=40000500 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",2cde527d,"03-17 <*> 2227 2227 I PhoneStatusBar: setSystemUiVisibility <*> <*> <*> <*> <*> fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - <*> <*> dockedStackBounds=Rect(0, 0 - 0, 0)","['16:13:47.599', 'vis=40000500', 'mask=ffffffff', 'oldVal=508 newVal=40000500 diff=40000008', '720, 1280),']"
312,03-17 16:13:47.600  2227  2227 I PhoneStatusBar: cancelAutohide,dc71aab3,03-17 <*> 2227 2227 I <*> <*>,"['16:13:47.600', 'PhoneStatusBar: cancelAutohide']"
313,"03-17 16:13:47.600  2227  2227 I PhoneStatusBar: notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500",00c4364d,03-17 <*> 2227 2227 I <*> <*> <*>,"['16:13:47.600', 'PhoneStatusBar:', 'notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500']"
314,03-17 16:13:47.600  2227  2227 D PhoneStatusBar: makeExpandedInvisible: mExpandedVisible=true,13a25acd,03-17 <*> 2227 2227 D PhoneStatusBar: makeExpandedInvisible: <*>,"['16:13:47.600', 'mExpandedVisible=true']"
315,03-17 16:13:47.600  2227  2227 I PanelView: closeQs,dc71aab3,03-17 <*> 2227 2227 I <*> <*>,"['16:13:47.600', 'PanelView: closeQs']"
316,03-17 16:13:47.601  2227  2227 I PanelView: cancelPeek: false,00c4364d,03-17 <*> 2227 2227 I <*> <*> <*>,"['16:13:47.601', 'PanelView:', 'cancelPeek: false']"
317,03-17 16:13:47.601  2227  2227 I PanelView: instantCollapse,dc71aab3,03-17 <*> 2227 2227 I <*> <*>,"['16:13:47.601', 'PanelView: instantCollapse']"
318,03-17 16:13:47.601  2227  2227 I PanelView: cancelPeek: false,00c4364d,03-17 <*> 2227 2227 I <*> <*> <*>,"['16:13:47.601', 'PanelView:', 'cancelPeek: false']"
319,03-17 16:13:47.601  2227  2227 I PanelView: closeQs,dc71aab3,03-17 <*> 2227 2227 I <*> <*>,"['16:13:47.601', 'PanelView: closeQs']"
320,03-17 16:13:47.602  2227  2227 I PhoneStatusBar: resumeSuspendedAutohide,dc71aab3,03-17 <*> 2227 2227 I <*> <*>,"['16:13:47.602', 'PhoneStatusBar: resumeSuspendedAutohide']"
321,03-17 16:13:47.603  2227  2227 D PhoneStatusBar: disable: < expand icons* alerts system_info* back home recent clock navigationbar search quick_settings >,00bb8729,03-17 <*> 2227 2227 D PhoneStatusBar: disable: < expand <*> alerts <*> back home recent clock navigationbar search quick_settings >,"['16:13:47.603', 'icons*', 'system_info*']"
322,"03-17 16:13:47.631  1702  2555 I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =123",e6116dcc,"03-17 <*> 1702 <*> I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id <*>","['16:13:47.631', '2555', '=123']"
323,"03-17 16:13:47.631  1702  1702 I NotificationManager: cancelNotification,index:-1",85a4f2f2,03-17 <*> 1702 1702 I NotificationManager: <*>,"['16:13:47.631', 'cancelNotification,index:-1']"
324,"03-17 16:13:47.632  1702  1702 I NotificationManager: cancelNotification,index:-1",85a4f2f2,03-17 <*> 1702 1702 I NotificationManager: <*>,"['16:13:47.632', 'cancelNotification,index:-1']"
325,03-17 16:13:47.638  1702  2618 W ActivityManager: getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,c4dfc808,03-17 <*> 1702 <*> W ActivityManager: <*> caller <*> does not hold REAL_GET_TASKS; limiting output,"['16:13:47.638', '2618', 'getRunningAppProcesses:', '10111']"
326,"03-17 16:13:47.640  1702  3697 D PowerManagerService: release:lock=189667585, flg=0x0, tag=""*launch*"", name=android"", ws=WorkSource{10111}, uid=1000, pid=1702",1fca1792,"03-17 <*> 1702 <*> D PowerManagerService: <*> flg=0x0, <*> name=android"", <*> uid=1000, pid=1702","['16:13:47.640', '3697', 'release:lock=189667585,', 'tag=""*launch*"",', 'ws=WorkSource{10111},']"
327,"03-17 16:13:47.641  1702  3697 D PowerManagerService: ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",98e9a197,03-17 <*> 1702 <*> D PowerManagerService: <*>,"['16:13:47.641', '3697', 'ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0']"
328,"03-17 16:13:47.650  1702 17630 I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =129",e6116dcc,"03-17 <*> 1702 <*> I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id <*>","['16:13:47.650', '17630', '=129']"
329,"03-17 16:13:47.651  1702  1702 I NotificationManager: cancelNotification,index:-1",85a4f2f2,03-17 <*> 1702 1702 I NotificationManager: <*>,"['16:13:47.651', 'cancelNotification,index:-1']"
330,"03-17 16:13:47.681  1702  3694 I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =135",e6116dcc,"03-17 <*> 1702 <*> I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id <*>","['16:13:47.681', '3694', '=135']"
331,"03-17 16:13:47.691  1702  1737 I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =140",e6116dcc,"03-17 <*> 1702 <*> I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id <*>","['16:13:47.691', '1737', '=140']"
332,"03-17 16:13:47.694  1702 17632 I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =144",e6116dcc,"03-17 <*> 1702 <*> I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id <*>","['16:13:47.694', '17632', '=144']"
333,"03-17 16:13:47.695  1702  1702 I NotificationManager: cancelNotification,index:-1",85a4f2f2,03-17 <*> 1702 1702 I NotificationManager: <*>,"['16:13:47.695', 'cancelNotification,index:-1']"
334,"03-17 16:13:47.700  1702  1702 I NotificationManager: cancelNotification,index:-1",85a4f2f2,03-17 <*> 1702 1702 I NotificationManager: <*>,"['16:13:47.700', 'cancelNotification,index:-1']"
335,"03-17 16:13:47.700  1702  1702 I NotificationManager: cancelNotification,index:-1",85a4f2f2,03-17 <*> 1702 1702 I NotificationManager: <*>,"['16:13:47.700', 'cancelNotification,index:-1']"
336,"03-17 16:13:47.707  1702 27357 I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id =193",e6116dcc,"03-17 <*> 1702 <*> I NotificationManager: cancelNotificationWithTag pid 28601,uid = 10111,tag = null,pkg =com.tencent.mobileqq,id <*>","['16:13:47.707', '27357', '=193']"
337,"03-17 16:13:47.707  1702  1702 I NotificationManager: cancelNotification,index:-1",85a4f2f2,03-17 <*> 1702 1702 I NotificationManager: <*>,"['16:13:47.707', 'cancelNotification,index:-1']"
338,"03-17 16:13:47.709  1702  2113 D PowerManagerService: ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",98e9a197,03-17 <*> 1702 <*> D PowerManagerService: <*>,"['16:13:47.709', '2113', 'ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0']"
339,"03-17 16:13:47.709  1702  2113 D PowerManagerService: Releasing suspend blocker ""PowerManagerService.WakeLocks"".",ee53fc18,"03-17 <*> 1702 <*> D PowerManagerService: <*> suspend blocker ""PowerManagerService.WakeLocks"".","['16:13:47.709', '2113', 'Releasing']"
340,"03-17 16:13:47.713  2227  2227 I StackScrollAlgorithm: updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0",20316953,"03-17 <*> 2227 2227 I StackScrollAlgorithm: updateClipping <*> getTopPadding=333.0, <*>","['16:13:47.713', 'isOverlap:false,', 'Translation=0.0']"
341,03-17 16:13:47.713  2227  2227 I StackScrollAlgorithm: updateDimmedActivatedHideSensitive overlap:false,00c4364d,03-17 <*> 2227 2227 I <*> <*> <*>,"['16:13:47.713', 'StackScrollAlgorithm:', 'updateDimmedActivatedHideSensitive overlap:false']"
342,03-17 16:13:47.735  2227  2227 V PhoneStatusBar: setLightsOn(true),3d623944,03-17 <*> 2227 2227 V PhoneStatusBar: setLightsOn(true),['16:13:47.735']
343,"03-17 16:13:47.736  2227  2227 I PhoneStatusBar: setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",2cde527d,"03-17 <*> 2227 2227 I PhoneStatusBar: setSystemUiVisibility <*> <*> <*> <*> <*> fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - <*> <*> dockedStackBounds=Rect(0, 0 - 0, 0)","['16:13:47.736', 'vis=0', 'mask=1', 'oldVal=40000500 newVal=40000500 diff=0', '0, 0),']"
344,03-17 16:13:47.743  2227  2794 W KeyguardUpdateMonitor: registerCallback not in UI.,beaf84f6,03-17 <*> 2227 2794 W KeyguardUpdateMonitor: registerCallback not in UI.,['16:13:47.743']
345,03-17 16:13:47.743  2227  2794 W KeyguardUpdateMonitor: android.util.AndroidRuntimeException: Must execute in UI,9cb98910,03-17 <*> 2227 2794 W KeyguardUpdateMonitor: android.util.AndroidRuntimeException: Must execute in UI,['16:13:47.743']
346,03-17 16:13:47.743  2227  2794 V KeyguardUpdateMonitor: *** unregister callback for com.android.systemui.statusbar.policy.KeyguardMonitor@712d093,720c7110,03-17 <*> 2227 2794 V KeyguardUpdateMonitor: *** <*> callback for <*>,"['16:13:47.743', 'unregister', 'com.android.systemui.statusbar.policy.KeyguardMonitor@712d093']"
347,03-17 16:13:47.810  2227  2227 V PhoneStatusBar: setLightsOn(true),3d623944,03-17 <*> 2227 2227 V PhoneStatusBar: setLightsOn(true),['16:13:47.810']
348,"03-17 16:13:47.811  2227  2227 I PhoneStatusBar: setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",2cde527d,"03-17 <*> 2227 2227 I PhoneStatusBar: setSystemUiVisibility <*> <*> <*> <*> <*> fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - <*> <*> dockedStackBounds=Rect(0, 0 - 0, 0)","['16:13:47.811', 'vis=0', 'mask=1', 'oldVal=40000500 newVal=40000500 diff=0', '0, 0),']"
349,03-17 16:13:47.931  2227  2227 V PhoneStatusBar: setLightsOn(true),3d623944,03-17 <*> 2227 2227 V PhoneStatusBar: setLightsOn(true),['16:13:47.931']
350,"03-17 16:13:47.931  2227  2227 I PhoneStatusBar: setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",2cde527d,"03-17 <*> 2227 2227 I PhoneStatusBar: setSystemUiVisibility <*> <*> <*> <*> <*> fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - <*> <*> dockedStackBounds=Rect(0, 0 - 0, 0)","['16:13:47.931', 'vis=0', 'mask=1', 'oldVal=40000500 newVal=40000500 diff=0', '0, 0),']"
351,03-17 16:13:47.943  2227  2227 V PhoneStatusBar: setLightsOn(true),3d623944,03-17 <*> 2227 2227 V PhoneStatusBar: setLightsOn(true),['16:13:47.943']
352,"03-17 16:13:47.945  2227  2227 I PhoneStatusBar: setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",2cde527d,"03-17 <*> 2227 2227 I PhoneStatusBar: setSystemUiVisibility <*> <*> <*> <*> <*> fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - <*> <*> dockedStackBounds=Rect(0, 0 - 0, 0)","['16:13:47.945', 'vis=0', 'mask=1', 'oldVal=40000500 newVal=40000500 diff=0', '0, 0),']"
353,03-17 16:13:48.009  1702 10454 W ActivityManager: getTasks: caller 10113 does not hold REAL_GET_TASKS; limiting output,c4dfc808,03-17 <*> 1702 <*> W ActivityManager: <*> caller <*> does not hold REAL_GET_TASKS; limiting output,"['16:13:48.009', '10454', 'getTasks:', '10113']"
354,03-17 16:13:48.019  2227  2227 V PhoneStatusBar: setLightsOn(true),3d623944,03-17 <*> 2227 2227 V PhoneStatusBar: setLightsOn(true),['16:13:48.019']
355,"03-17 16:13:48.020  2227  2227 I PhoneStatusBar: setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",2cde527d,"03-17 <*> 2227 2227 I PhoneStatusBar: setSystemUiVisibility <*> <*> <*> <*> <*> fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - <*> <*> dockedStackBounds=Rect(0, 0 - 0, 0)","['16:13:48.020', 'vis=0', 'mask=1', 'oldVal=40000500 newVal=40000500 diff=0', '0, 0),']"
356,03-17 16:13:48.032  1702  2639 I WindowManager: Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.qt.qtl.activity.main.MainTabActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.AppWindowToken.destroySurfaces:374 com.android.server.wm.AppWindowToken.notifyAppStopped:400 com.android.server.wm.WindowManagerService.notifyAppStopped:4869 com.android.server.am.ActivityStack.activityStoppedLocked:1393 com.android.server.am.ActivityManagerService.activityStopped:7690,f5657024,03-17 <*> 1702 <*> I WindowManager: Destroying surface <*> called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 <*> <*> <*> <*> <*> <*>,"['16:13:48.032', '2639', 'Surface(name=com.tencent.qt.qtl/com.tencent.qt.qtl.activity.main.MainTabActivity)', 'com.android.server.wm.WindowState.destroyOrSaveSurface:2201', 'com.android.server.wm.AppWindowToken.destroySurfaces:374', 'com.android.server.wm.AppWindowToken.notifyAppStopped:400 com.android.server.wm.WindowManagerService.notifyAppStopped:4869 com.android.server.am.ActivityStack.activityStoppedLocked:1393 com.android.server.am.ActivityManagerService.activityStopped:7690']"
357,03-17 16:13:48.552  1702  1820 I DisplayPowerController: HBM brightnessIn =38,0ee6eef5,03-17 <*> 1702 1820 I DisplayPowerController: HBM <*> =38,"['16:13:48.552', 'brightnessIn']"
358,03-17 16:13:48.553  1702  1820 I DisplayPowerController: HBM brightnessOut =38,0ee6eef5,03-17 <*> 1702 1820 I DisplayPowerController: HBM <*> =38,"['16:13:48.553', 'brightnessOut']"
359,"03-17 16:13:48.553  1702  1820 D DisplayPowerController: Animating brightness: target=38, rate=200",d7a12ed1,"03-17 <*> 1702 1820 D DisplayPowerController: Animating brightness: target=38, rate=200",['16:13:48.553']
360,03-17 16:13:49.927  1702  2618 W ActivityManager: getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,c4dfc808,03-17 <*> 1702 <*> W ActivityManager: <*> caller <*> does not hold REAL_GET_TASKS; limiting output,"['16:13:49.927', '2618', 'getTasks:', '10111']"
361,03-17 16:13:50.107 23650 23685 V AudioManager: isMusicActive...,412d9c56,03-17 <*> 23650 <*> V AudioManager: isMusicActive...,"['16:13:50.107', '23685']"
362,03-17 16:13:50.662 23650 23689 V AudioManager: isMusicActive...,412d9c56,03-17 <*> 23650 <*> V AudioManager: isMusicActive...,"['16:13:50.662', '23689']"
363,"03-17 16:13:50.766  1702  3693 I ActivityManager: Start dump, calling from : pid=12782, uid=1000",9b6b3fea,"03-17 16:13:50.766 1702 3693 I ActivityManager: Start dump, calling from : pid=12782, uid=1000",[]
