LineId,Content,EventId,EventTemplate,ParameterList
344,INFO maxSessionTimeout set to -1,daefd068,INFO <*> set to <*>,"['maxSessionTimeout', '-1']"
345,INFO initLimit set to 10,daefd068,INFO <*> set to <*>,"['initLimit', '10']"
346,INFO Reading snapshot /var/lib/zookeeper/version-2/snapshot.700000000,7f00c768,INFO Reading snapshot <*>,['/var/lib/zookeeper/version-2/snapshot.700000000']
347,INFO My election bind port : 0.0.0.0/0.0.0.0 : 3888,13d7405b,INFO My election bind port : 0.0.0.0/0.0.0.0 : 3888,[]
348,"2015-08-07 07 : 27 : 47 , 409 - INFO [ QuorumPeer [ myid = 1 ] /0 : 0 : 0 : 0 : 0 : 0 : 0 : 0 : 2181 : QuorumPeer@670 ] - LOOKING",b9a9700c,"<*> <*> : <*> : <*> , <*> - INFO [ QuorumPeer [ myid = <*> ] /0 : 0 : 0 : 0 : 0 : 0 : 0 : 0 : 2181 : <*> ] - <*>","['2015-08-07 07', '27', '47', '409', '1', 'QuorumPeer@670', 'LOOKING']"
349,"INFO New election. My id = 1 , proposed zxid = 0x700000197",053785ba,"INFO New election. My id = <*> , proposed zxid = <*>","['1', '0x700000197']"
350,"INFO Notification : 1 ( n.leader ) , 0x700000197 ( n.zxid ) , 0x1 ( n.round ) , LOOKING ( n.state ) , 1 ( n.sid ) , 0x7 ( n.peerEPoch ) , LOOKING ( my state )",f0c04709,"INFO Notification : <*> ( n.leader ) , <*> ( n.zxid ) , <*> ( n.round ) , <*> ( n.state ) , <*> ( n.sid ) , <*> ( n.peerEPoch ) , <*> ( my state )","['1', '0x700000197', '0x1', 'LOOKING', '1', '0x7', 'LOOKING']"
351,"INFO Have smaller server identifier , so dropping the connection : ( 2 , 1 )",2ce9e9f2,"INFO Have smaller server identifier , so dropping the connection : ( <*> , 1 )",['2']
352,INFO Received connection request /10.10.34.12 : 32910,6a611e72,INFO Received connection request <*> : <*>,"['/10.10.34.12', '32910']"
353,"INFO Have smaller server identifier , so dropping the connection : ( 3 , 1 )",2ce9e9f2,"INFO Have smaller server identifier , so dropping the connection : ( <*> , 1 )",['3']
354,INFO Received connection request /10.10.34.13 : 38671,6a611e72,INFO Received connection request <*> : <*>,"['/10.10.34.13', '38671']"
355,"INFO Notification : 3 ( n.leader ) , 0x700000197 ( n.zxid ) , 0x1 ( n.round ) , LOOKING ( n.state ) , 2 ( n.sid ) , 0x7 ( n.peerEPoch ) , LOOKING ( my state )",f0c04709,"INFO Notification : <*> ( n.leader ) , <*> ( n.zxid ) , <*> ( n.round ) , <*> ( n.state ) , <*> ( n.sid ) , <*> ( n.peerEPoch ) , <*> ( my state )","['3', '0x700000197', '0x1', 'LOOKING', '2', '0x7', 'LOOKING']"
356,"INFO Notification : 3 ( n.leader ) , 0x700000197 ( n.zxid ) , 0x1 ( n.round ) , LOOKING ( n.state ) , 1 ( n.sid ) , 0x7 ( n.peerEPoch ) , LOOKING ( my state )",f0c04709,"INFO Notification : <*> ( n.leader ) , <*> ( n.zxid ) , <*> ( n.round ) , <*> ( n.state ) , <*> ( n.sid ) , <*> ( n.peerEPoch ) , <*> ( my state )","['3', '0x700000197', '0x1', 'LOOKING', '1', '0x7', 'LOOKING']"
357,"INFO Notification : 3 ( n.leader ) , 0x700000197 ( n.zxid ) , 0x1 ( n.round ) , FOLLOWING ( n.state ) , 2 ( n.sid ) , 0x7 ( n.peerEPoch ) , LOOKING ( my state )",f0c04709,"INFO Notification : <*> ( n.leader ) , <*> ( n.zxid ) , <*> ( n.round ) , <*> ( n.state ) , <*> ( n.sid ) , <*> ( n.peerEPoch ) , <*> ( my state )","['3', '0x700000197', '0x1', 'FOLLOWING', '2', '0x7', 'LOOKING']"
358,"INFO Notification : 3 ( n.leader ) , 0x700000197 ( n.zxid ) , 0x1 ( n.round ) , LOOKING ( n.state ) , 3 ( n.sid ) , 0x7 ( n.peerEPoch ) , LOOKING ( my state )",f0c04709,"INFO Notification : <*> ( n.leader ) , <*> ( n.zxid ) , <*> ( n.round ) , <*> ( n.state ) , <*> ( n.sid ) , <*> ( n.peerEPoch ) , <*> ( my state )","['3', '0x700000197', '0x1', 'LOOKING', '3', '0x7', 'LOOKING']"
359,"INFO Notification : 3 ( n.leader ) , 0x700000197 ( n.zxid ) , 0x1 ( n.round ) , LEADING ( n.state ) , 3 ( n.sid ) , 0x7 ( n.peerEPoch ) , LOOKING ( my state )",f0c04709,"INFO Notification : <*> ( n.leader ) , <*> ( n.zxid ) , <*> ( n.round ) , <*> ( n.state ) , <*> ( n.sid ) , <*> ( n.peerEPoch ) , <*> ( my state )","['3', '0x700000197', '0x1', 'LEADING', '3', '0x7', 'LOOKING']"
360,"INFO Notification : 3 ( n.leader ) , 0x700000197 ( n.zxid ) , 0x1 ( n.round ) , FOLLOWING ( n.state ) , 2 ( n.sid ) , 0x7 ( n.peerEPoch ) , LOOKING ( my state )",f0c04709,"INFO Notification : <*> ( n.leader ) , <*> ( n.zxid ) , <*> ( n.round ) , <*> ( n.state ) , <*> ( n.sid ) , <*> ( n.peerEPoch ) , <*> ( my state )","['3', '0x700000197', '0x1', 'FOLLOWING', '2', '0x7', 'LOOKING']"
361,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
362,INFO Closed socket connection for client /10.10.34.20 : 56346 which had sessionid 0x14f05578bd8000e,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.20', '56346', '0x14f05578bd8000e']"
363,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
364,INFO Closed socket connection for client /10.10.34.22 : 46856 which had sessionid 0x14f05578bd8000f,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.22', '46856', '0x14f05578bd8000f']"
365,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
366,INFO Closed socket connection for client /10.10.34.23 : 57953 which had sessionid 0x14f05578bd80010,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.23', '57953', '0x14f05578bd80010']"
367,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
368,INFO Closed socket connection for client /10.10.34.25 : 46570 which had sessionid 0x14f05578bd80011,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.25', '46570', '0x14f05578bd80011']"
369,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
370,INFO Closed socket connection for client /10.10.34.12 : 46271 which had sessionid 0x14f05578bd80008,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.12', '46271', '0x14f05578bd80008']"
371,INFO Accepted socket connection from /10.10.34.11 : 38320,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.11', '38320']"
372,WARN Connection request from old client /10.10.34.11 : 38320 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.11', '38320']"
373,INFO Client attempting to establish new session at /10.10.34.11 : 38320,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.11', '38320']"
374,INFO Established session 0x14f05578bd80013 with negotiated timeout 10000 for client /10.10.34.11 : 38320,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14f05578bd80013', '10000', '/10.10.34.11', '38320']"
375,INFO Accepted socket connection from /10.10.34.12 : 46282,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.12', '46282']"
376,WARN Connection request from old client /10.10.34.12 : 46282 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.12', '46282']"
377,INFO Client attempting to establish new session at /10.10.34.12 : 46282,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.12', '46282']"
378,INFO Accepted socket connection from /10.10.34.12 : 46284,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.12', '46284']"
379,WARN Connection request from old client /10.10.34.12 : 46284 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.12', '46284']"
380,INFO Client attempting to establish new session at /10.10.34.12 : 46284,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['establish', 'new session', '/10.10.34.12', '46284']"
381,INFO Revalidating client : 0x14f05578bd8001b,dbcb2fef,INFO Revalidating client : <*>,['0x14f05578bd8001b']
382,INFO Accepted socket connection from /10.10.34.18 : 60219,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.18', '60219']"
383,INFO Established session 0x14f05578bd80018 with negotiated timeout 10000 for client /10.10.34.13 : 38491,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14f05578bd80018', '10000', '/10.10.34.13', '38491']"
384,INFO Accepted socket connection from /10.10.34.16 : 40425,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.16', '40425']"
385,INFO Established session 0x14f05578bd80015 with negotiated timeout 10000 for client /10.10.34.12 : 46306,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14f05578bd80015', '10000', '/10.10.34.12', '46306']"
386,WARN Connection request from old client /10.10.34.18 : 60219 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.18', '60219']"
387,INFO Client attempting to renew session 0x14f05578bd8001a at /10.10.34.18 : 60219,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['renew', 'session 0x14f05578bd8001a', '/10.10.34.18', '60219']"
388,INFO Revalidating client : 0x14f05578bd8001a,dbcb2fef,INFO Revalidating client : <*>,['0x14f05578bd8001a']
389,INFO Accepted socket connection from /10.10.34.22 : 46863,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.22', '46863']"
390,INFO Established session 0x14f05578bd8001c with negotiated timeout 10000 for client /10.10.34.21 : 58107,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14f05578bd8001c', '10000', '/10.10.34.21', '58107']"
391,WARN Connection request from old client /10.10.34.16 : 40425 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.16', '40425']"
392,INFO Client attempting to renew session 0x14f05578bd80019 at /10.10.34.16 : 40425,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['renew', 'session 0x14f05578bd80019', '/10.10.34.16', '40425']"
393,INFO Revalidating client : 0x14f05578bd80019,dbcb2fef,INFO Revalidating client : <*>,['0x14f05578bd80019']
394,INFO Established session 0x14f05578bd8001b with negotiated timeout 10000 for client /10.10.34.20 : 56374,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14f05578bd8001b', '10000', '/10.10.34.20', '56374']"
395,WARN Connection request from old client /10.10.34.22 : 46863 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.22', '46863']"
396,INFO Client attempting to renew session 0x14f05578bd8001d at /10.10.34.22 : 46863,25b24862,INFO Client attempting to <*> <*> <*> at <*> : <*>,"['renew', 'session 0x14f05578bd8001d', '/10.10.34.22', '46863']"
397,INFO Revalidating client : 0x14f05578bd8001d,dbcb2fef,INFO Revalidating client : <*>,['0x14f05578bd8001d']
398,INFO Accepted socket connection from /10.10.34.23 : 57961,da32e978,INFO Accepted socket connection from <*> : <*>,"['/10.10.34.23', '57961']"
399,INFO Established session 0x14f05578bd8001a with negotiated timeout 10000 for client /10.10.34.18 : 60219,52f551a0,INFO Established session <*> with negotiated timeout <*> for client <*> : <*>,"['0x14f05578bd8001a', '10000', '/10.10.34.18', '60219']"
400,WARN Connection request from old client /10.10.34.23 : 57961 ; will be dropped if server is in r-o mode,f7055886,WARN Connection request from old client <*> : <*> ; will be dropped if server is in r-o mode,"['/10.10.34.23', '57961']"
401,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
402,INFO Closed socket connection for client /10.10.34.13 : 38505 which had sessionid 0x14f05578bd80018,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.13', '38505', '0x14f05578bd80018']"
403,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
404,INFO Closed socket connection for client /10.10.34.16 : 40428 which had sessionid 0x14f05578bd80019,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.16', '40428', '0x14f05578bd80019']"
405,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
406,INFO Closed socket connection for client /10.10.34.18 : 60222 which had sessionid 0x14f05578bd8001a,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.18', '60222', '0x14f05578bd8001a']"
407,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
408,INFO Closed socket connection for client /10.10.34.20 : 56377 which had sessionid 0x14f05578bd8001b,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.20', '56377', '0x14f05578bd8001b']"
409,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
410,INFO Closed socket connection for client /10.10.34.21 : 58110 which had sessionid 0x14f05578bd8001c,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.21', '58110', '0x14f05578bd8001c']"
411,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
412,INFO Closed socket connection for client /10.10.34.22 : 46866 which had sessionid 0x14f05578bd8001d,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.22', '46866', '0x14f05578bd8001d']"
413,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
414,INFO Closed socket connection for client /10.10.34.23 : 57964 which had sessionid 0x14f05578bd8001e,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.23', '57964', '0x14f05578bd8001e']"
415,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
416,INFO Closed socket connection for client /10.10.34.11 : 38590 which had sessionid 0x14f05578bd80013,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.11', '38590', '0x14f05578bd80013']"
417,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
418,INFO Closed socket connection for client /10.10.34.12 : 46326 which had sessionid 0x14f05578bd80015,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.12', '46326', '0x14f05578bd80015']"
419,WARN caught end of stream exception,dc800d8a,WARN caught end of stream exception,[]
420,INFO Closed socket connection for client /10.10.34.12 : 46325 which had sessionid 0x14f05578bd80014,a46fe0af,INFO Closed socket connection for client <*> : <*> which had sessionid <*>,"['/10.10.34.12', '46325', '0x14f05578bd80014']"
421,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
422,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
423,INFO Notification time out : 400,4010f2f9,INFO Notification time out : <*>,['400']
424,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
425,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
426,INFO Received connection request /10.10.34.12 : 34051,6a611e72,INFO Received connection request <*> : <*>,"['/10.10.34.12', '34051']"
427,"INFO Notification : 2 ( n.leader ) , 0xa0000009a ( n.zxid ) , 0x1 ( n.round ) , LOOKING ( n.state ) , 2 ( n.sid ) , 0xa ( n.peerEPoch ) , LOOKING ( my state )",f0c04709,"INFO Notification : <*> ( n.leader ) , <*> ( n.zxid ) , <*> ( n.round ) , <*> ( n.state ) , <*> ( n.sid ) , <*> ( n.peerEPoch ) , <*> ( my state )","['2', '0xa0000009a', '0x1', 'LOOKING', '2', '0xa', 'LOOKING']"
428,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
429,INFO Notification time out : 800,4010f2f9,INFO Notification time out : <*>,['800']
430,"INFO Notification : 2 ( n.leader ) , 0xa0000009a ( n.zxid ) , 0x1 ( n.round ) , LOOKING ( n.state ) , 1 ( n.sid ) , 0xa ( n.peerEPoch ) , LOOKING ( my state )",f0c04709,"INFO Notification : <*> ( n.leader ) , <*> ( n.zxid ) , <*> ( n.round ) , <*> ( n.state ) , <*> ( n.sid ) , <*> ( n.peerEPoch ) , <*> ( my state )","['2', '0xa0000009a', '0x1', 'LOOKING', '1', '0xa', 'LOOKING']"
431,"2015-08-18 16 : 09 : 15 , 072 - INFO [ QuorumPeer [ myid = 1 ] /0 : 0 : 0 : 0 : 0 : 0 : 0 : 0 : 2181 : QuorumPeer@738 ] - FOLLOWING",b9a9700c,"<*> <*> : <*> : <*> , <*> - INFO [ QuorumPeer [ myid = <*> ] /0 : 0 : 0 : 0 : 0 : 0 : 0 : 0 : 2181 : <*> ] - <*>","['2015-08-18 16', '09', '15', '072', '1', 'QuorumPeer@738', 'FOLLOWING']"
432,INFO TCP NoDelay set to : true,8fb448b2,INFO TCP NoDelay set to : true,[]
433,"INFO Server environment : zookeeper.version = 3.4.5--1 , built on 06/10/2013 17 : 26 GMT",bf09ffe8,"INFO Server environment : zookeeper.version = 3.4.5--1 , built on 06/10/2013 17 : 26 GMT",[]
434,INFO Server environment : host.name = mesos-master-1,7a42de1b,INFO Server environment : <*> = <*>,"['host.name', 'mesos-master-1']"
435,INFO Server environment : java.version = 1.7.0_79,7a42de1b,INFO Server environment : <*> = <*>,"['java.version', '1.7.0_79']"
436,INFO Server environment : java.vendor = Oracle Corporation,3914e9e9,INFO Server environment : java.vendor = Oracle Corporation,[]
437,INFO Server environment : java.home = /usr/lib/jvm/java-7-openjdk-amd64/jre,7a42de1b,INFO Server environment : <*> = <*>,"['java.home', '/usr/lib/jvm/java-7-openjdk-amd64/jre']"
438,INFO Server environment : java.class.path = /etc/zookeeper/conf : /usr/share/java/jline.jar : /usr/share/java/log4j-1.2.jar : /usr/share/java/xercesImpl.jar : /usr/share/java/xmlParserAPIs.jar : /usr/share/java/netty.jar : /usr/share/java/slf4j-api.jar : /usr/share/java/slf4j-log4j12.jar : /usr/share/java/zookeeper.jar,15fe8608,INFO Server environment : java.class.path = /etc/zookeeper/conf : /usr/share/java/jline.jar : /usr/share/java/log4j-1.2.jar : /usr/share/java/xercesImpl.jar : /usr/share/java/xmlParserAPIs.jar : /usr/share/java/netty.jar : /usr/share/java/slf4j-api.jar : /usr/share/java/slf4j-log4j12.jar : /usr/share/java/zookeeper.jar,[]
439,INFO Server environment : java.library.path = /usr/java/packages/lib/amd64 : /usr/lib/x86_64-linux-gnu/jni : /lib/x86_64-linux-gnu : /usr/lib/x86_64-linux-gnu : /usr/lib/jni : /lib : /usr/lib,5ef7c293,INFO Server environment : java.library.path = /usr/java/packages/lib/amd64 : /usr/lib/x86_64-linux-gnu/jni : /lib/x86_64-linux-gnu : /usr/lib/x86_64-linux-gnu : /usr/lib/jni : /lib : /usr/lib,[]
440,INFO Server environment : java.io.tmpdir = /tmp,7a42de1b,INFO Server environment : <*> = <*>,"['java.io.tmpdir', '/tmp']"
441,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
442,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
443,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
444,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
445,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
446,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
447,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
448,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
449,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
450,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
451,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
452,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
453,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
454,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
455,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
456,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
457,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
458,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
459,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
460,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
461,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
462,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
463,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
464,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
465,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
466,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
467,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
468,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
469,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
470,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
471,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
472,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
473,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
474,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
475,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
476,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
477,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
478,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
479,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
480,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
481,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
482,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
483,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
484,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
485,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
486,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
487,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
488,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
489,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
490,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
491,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
492,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
493,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
494,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
495,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
496,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
497,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
498,WARN Cannot open channel to 2 at election address /10.10.34.12 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['2', '/10.10.34.12']"
499,WARN Cannot open channel to 3 at election address /10.10.34.13 : 3888,6dd1fb66,WARN Cannot open channel to <*> at election address <*> : 3888,"['3', '/10.10.34.13']"
500,INFO Notification time out : 60000,4010f2f9,INFO Notification time out : <*>,['60000']
